article_name,author_name,section_name,date,summary_text,article_url,author_url,section_url
The Spectacle of “The Young Pope”,Tad Friend,White Smoke Dept.,2017-01-23,"Paolo Sorrentino’s new HBO series, starring Jude Law, is essentially a Cecil B. De Mille-style costume drama.",http://www.newyorker.com/magazine/2017/01/23/the-spectacle-of-the-young-pope,http://www.newyorker.com/contributors/tad-friend,http://www.newyorker.com/magazine/white-smoke-dept
Inside Obama’s Farewell Address,Dave Eggers,Chicago Postcard,2017-01-23,Stories from longtime supporters present that night at McCormick Place.,http://www.newyorker.com/magazine/2017/01/23/inside-obamas-farewell-address,http://www.newyorker.com/contributors/dave-eggers,http://www.newyorker.com/magazine/chicago-postcard
Where the Second Avenue Subway Went Wrong,James Surowiecki,The Financial Page,2017-01-23,American infrastructure projects often cost five to six times what they cost in other developed countries. Can we learn to be thriftier?,http://www.newyorker.com/magazine/2017/01/23/where-the-second-avenue-subway-went-wrong,http://www.newyorker.com/contributors/james-surowiecki,http://www.newyorker.com/magazine/the-financial-page
“The Museum Workout” with Monica Bill Barnes and Anna Bass,,Dance,2017-01-23,"For four weeks, starting Jan. 19, the dancers will guide tours of the Met before public hours, leading light stretching and group exercises as they go.",http://www.newyorker.com/magazine/2017/01/23/the-museum-workout-with-monica-bill-barnes-and-anna-bass,,http://www.newyorker.com/magazine/dance
“Hair” Turns Fifty,Hilton Als,The Theatre,2017-01-23,"To commemorate the milestone, La MaMa is hosting a one-night-only celebration on Jan. 21, featuring actors including André De Shields and Keith Carradine.",http://www.newyorker.com/magazine/2017/01/23/hair-turns-fifty,http://www.newyorker.com/contributors/hilton-als,http://www.newyorker.com/magazine/the-theatre
Arthur Jafa’s Crucial Ode to Black America,Andrea K. Scott,Art,2017-01-23,"The filmmaker’s momentous video installation “Love Is the Message, the Message Is Death,” at Gavin Brown’s Enterprise, is required viewing.",http://www.newyorker.com/magazine/2017/01/23/arthur-jafas-crucial-ode-to-black-america,http://www.newyorker.com/contributors/andrea-k-scott,http://www.newyorker.com/magazine/art
Sunday in Brooklyn’s Hedonistic Brunch,Becky Cooper,Tables for Two,2017-01-23,A perfect meal includes a warm pecan sticky bun and pancakes coated in hazelnut-praline-maple syrup and brown butter.,http://www.newyorker.com/magazine/2017/01/23/sunday-in-brooklyns-hedonistic-brunch,http://www.newyorker.com/contributors/becky-cooper,http://www.newyorker.com/magazine/tables-for-two
Drinks with Obama at Tip Top Bar & Grill,Colin Stokes,Bar Tab,2017-01-23,The walls of this dive in the southwest elbow of Bed-Stuy are lovingly covered with images of the outgoing President.,http://www.newyorker.com/magazine/2017/01/23/drinks-with-obama-at-tip-top-bar-and-grill,http://www.newyorker.com/contributors/colin-stokes,http://www.newyorker.com/magazine/bar-tab
Mourning What We Thought We Were,Frank Bidart,,2017-01-23,,http://www.newyorker.com/magazine/2017/01/23/mourning-what-we-thought-we-were,,
On Distance,Liz Waldner,,2017-01-23,,http://www.newyorker.com/magazine/2017/01/23/on-distance,,
How Kirk Franklin Is Pushing the Boundaries of Gospel,Vinson Cunningham,Onward and Upward with the Arts,2017-01-16,"Blending secular sounds with an uplifting devotional message, the artist aims to “make God famous” through his music.",http://www.newyorker.com/magazine/2017/01/16/how-kirk-franklin-is-pushing-the-boundaries-of-gospel,http://www.newyorker.com/contributors/vinson-cunningham,http://www.newyorker.com/magazine/onward-and-upward-with-the-arts
When the Feds Went After the Hedge-Fund Legend Steven A. Cohen,Sheelah Kolhatkar,Annals of Finance,2017-01-16,Inside the government’s nearly ten-year battle against one of the most powerful men on Wall Street.,http://www.newyorker.com/magazine/2017/01/16/when-the-feds-went-after-the-hedge-fund-legend-steven-a-cohen,http://www.newyorker.com/contributors/sheelah-kolhatkar,http://www.newyorker.com/magazine/annals-of-finance
Killing Animals at the Zoo,Ian Parker,A Reporter at Large,2017-01-16,"At Danish zoos, surplus animals are euthanized—and dissected before the public.",http://www.newyorker.com/magazine/2017/01/16/killing-animals-at-the-zoo,http://www.newyorker.com/contributors/ian-parker,http://www.newyorker.com/magazine/a-reporter-at-large
How Albert Woodfox Survived Solitary,Rachel Aviv,Profiles,2017-01-16,"As one of the Angola 3, he was in isolation longer than any other American. Then he came home to face his future.",http://www.newyorker.com/magazine/2017/01/16/how-albert-woodfox-survived-solitary,http://www.newyorker.com/contributors/rachel-aviv,http://www.newyorker.com/magazine/profiles
Counting Shrimp,Calvin Trillin,Shouts & Murmurs,2017-01-16,"Since the election, I sometimes wake up at three or four in the morning, disturbed by dark thoughts.",http://www.newyorker.com/magazine/2017/01/16/tossing-and-turning,http://www.newyorker.com/contributors/calvin-trillin,http://www.newyorker.com/magazine/shouts-murmurs
Chairman Spaceman,Thomas Pierce,Fiction,2017-01-16,"Fiction: “Jerome, with a very serious expression, asked what Dom would do if an alien wanted to have sex with him.”",http://www.newyorker.com/magazine/2017/01/16/chairman-spaceman,http://www.newyorker.com/contributors/thomas-pierce,http://www.newyorker.com/magazine/fiction
Steven Spielberg at Seventy,David Denby,Books,2017-01-16,The director of some of the biggest box-office hits ever is the subject of Molly Haskell’s “Steven Spielberg: A Life in Films.”,http://www.newyorker.com/magazine/2017/01/16/steven-spielberg-at-seventy,http://www.newyorker.com/contributors/david-denby,http://www.newyorker.com/magazine/books-tag
Briefly Noted,,Books,2017-01-16,"“Judas,” “The Terranauts,” “A House Full of Females,” and “Labyrinths.”",http://www.newyorker.com/magazine/2017/01/16/judas-the-terranauts-a-house-full-of-females-and-labyrinths,,http://www.newyorker.com/magazine/books-tag
Montaigne on Trial,Adam Gopnik,A Critic at Large,2017-01-16,What do we really know about the philosopher who invented liberalism?,http://www.newyorker.com/magazine/2017/01/16/montaigne-on-trial,http://www.newyorker.com/contributors/adam-gopnik,http://www.newyorker.com/magazine/a-critic-at-large
“The Founder” and “The Ardennes” Reviews,Anthony Lane,The Current Cinema,2017-01-16,"John Lee Hancock’s take on the origin of McDonald’s, starring Michael Keaton, and Robin Pront’s fraternal crime drama.",http://www.newyorker.com/magazine/2017/01/16/the-founder-and-the-ardennes-reviews,http://www.newyorker.com/contributors/anthony-lane,http://www.newyorker.com/magazine/the-current-cinema
Martin Luther King Day with Trump,Jelani Cobb,Comment,2017-01-16,The holiday will be presided over by a President who scarcely seems to comprehend King’s principles.,http://www.newyorker.com/magazine/2017/01/16/martin-luther-king-day-with-trump,http://www.newyorker.com/contributors/jelani-cobb,http://www.newyorker.com/magazine/comment
Trump Visits Uncle Jack’s Steakhouse,Mark Singer,Doppelgänger Dept.,2017-01-16,"The Presidential election has crushed businesses around Trump Tower, but the proprietor of the West Fifty-sixth Street restaurant is still pro-Trump.",http://www.newyorker.com/magazine/2017/01/16/trump-visits-uncle-jacks-steakhouse,http://www.newyorker.com/contributors/mark-singer,http://www.newyorker.com/magazine/doppelganger-dept
Meet Monkey’s Teen-Age Founders,Charles Bethea,Brave New World Dept.,2017-01-16,"Ben Pasternak and Isaiah Turner created a video-chat-based app that aims to be “like Chatroulette, without the pervs.”",http://www.newyorker.com/magazine/2017/01/16/meet-monkeys-teen-age-founders,http://www.newyorker.com/contributors/charles-bethea,http://www.newyorker.com/magazine/brave-new-world-dept
Searching for a Muse at the Met,Rebecca Mead,Scouting Mission,2017-01-16,"The New York City Ballet dancer Silas Farley’s goal: to walk through the galleries in the hope that the muse—Terpsichore, specifically—might strike.",http://www.newyorker.com/magazine/2017/01/16/searching-for-a-muse-at-the-met,http://www.newyorker.com/contributors/rebecca-mead,http://www.newyorker.com/magazine/scouting-mission
“I Am Jane Doe” Takes on Backpage,Tad Friend,End of Innocence,2017-01-16,The documentary filmmaker Mary Mazzio interviewed some of the more than a hundred thousand American children who are being trafficked.,http://www.newyorker.com/magazine/2017/01/16/i-am-jane-doe-takes-on-backpage,http://www.newyorker.com/contributors/tad-friend,http://www.newyorker.com/magazine/end-of-innocence
Silent Film’s Comedic Soul,,Goings On About Town,2017-01-16,"This year’s edition of MOMA’s annual series “Cruel and Unusual Comedy” (Jan. 13-26) offers off-the-cuff rowdiness from overlooked artists, including Mabel Normand.",http://www.newyorker.com/magazine/2017/01/16/silent-films-comedic-soul,,http://www.newyorker.com/magazine/goings-on-about-town
A Masterly Movie Adaptation of Short Stories by Luigi Pirandello,Richard Brody,MOVIES,2017-01-16,"The Taviani brothers’ luminous three-hour-plus feature “Kaos,” from 1984, is playing at Film Forum Jan. 13-19.",http://www.newyorker.com/magazine/2017/01/16/a-masterly-movie-adaptation-of-short-stories-by-luigi-pirandello,http://www.newyorker.com/contributors/richard-brody,http://www.newyorker.com/magazine/movies-2
"Agern, Grand Central’s Nordic Eatery",Carolyn Kormann,Tables for Two,2017-01-16,"A chapel for indulging the senses, the elegant restaurant serves Icelandic birch schnapps, sourced from forests the chef Gunnar Gíslason helped plant.",http://www.newyorker.com/magazine/2017/01/16/agern-grand-centrals-nordic-eatery,http://www.newyorker.com/contributors/carolyn-kormann,http://www.newyorker.com/magazine/tables-for-two
Well-Heeled Ebullience at Paul’s Casablanca,Nicolas Niarchos,Bar Tab,2017-01-16,"In an enfilade of domed caverns, dancers sway to rock and disco hits while clusters of beautiful folk watch the whorling crowd from tiled nooks.",http://www.newyorker.com/magazine/2017/01/16/well-heeled-ebullience-at-pauls-casablanca,http://www.newyorker.com/contributors/nicolas-niarchos,http://www.newyorker.com/magazine/bar-tab
The Fox,Tom Sleigh,,2017-01-16,,http://www.newyorker.com/magazine/2017/01/16/the-fox,,
Gilly’s Bowl & Grille,Corey Van Landingham,,2017-01-16,,http://www.newyorker.com/magazine/2017/01/16/gillys-bowl-and-grille,,
Intellectuals for Trump,Kelefa Sanneh,The Political Scene,2017-01-09,A rogue group of conservative thinkers tries to build a governing ideology around a President-elect who disdains ideology.,http://www.newyorker.com/magazine/2017/01/09/intellectuals-for-trump,http://www.newyorker.com/contributors/kelefa-sanneh,http://www.newyorker.com/magazine/the-political-scene
Mike Mills’s Anti-Hollywood Family Films,Tad Friend,Profiles,2017-01-09,"In “20th Century Women,” the director of “Beginners” reimagines his complex relationship with his mother.",http://www.newyorker.com/magazine/2017/01/09/mike-mills-anti-hollywood-family-films,http://www.newyorker.com/contributors/tad-friend,http://www.newyorker.com/magazine/profiles
Can Technology Make Football Safer?,Nicholas Schmidle,A Reporter at Large,2017-01-09,A high school in Fort Lauderdale is using everything from state-of-the-art helmets to robots to prevent head injuries.,http://www.newyorker.com/magazine/2017/01/09/can-technology-make-football-safer,http://www.newyorker.com/contributors/nicholas-schmidle,http://www.newyorker.com/magazine/a-reporter-at-large
The Vertical Farm,Ian Frazier,Our Local Correspondents,2017-01-09,"Growing crops in the city, without soil or natural light.",http://www.newyorker.com/magazine/2017/01/09/the-vertical-farm,http://www.newyorker.com/contributors/ian-frazier,http://www.newyorker.com/magazine/our-local-correspondents
A Recipe,Jena Friedman,Shouts & Murmurs,2017-01-09,Shouts & Murmurs: Preheat the planet to record temperatures and trigger a global refugee crisis. Put the refugee crisis aside and let it rise.,http://www.newyorker.com/magazine/2017/01/09/a-recipe,http://www.newyorker.com/contributors/jena-friedman,http://www.newyorker.com/magazine/shouts-murmurs
On the Street Where You Live,Yiyun Li,Fiction,2017-01-09,Fiction: “You can’t share with others who your child truly is.”,http://www.newyorker.com/magazine/2017/01/09/on-the-street-where-you-live,http://www.newyorker.com/contributors/yiyun-li,http://www.newyorker.com/magazine/fiction
"Love, Terror, and Cigarettes",Joan Acocella,Books,2017-01-09,"In “Nicotine,” the German writer Gregor Hens uses smoking as a vehicle to tell the darkly funny story of his life.",http://www.newyorker.com/magazine/2017/01/09/love-terror-and-cigarettes,http://www.newyorker.com/contributors/joan-acocella,http://www.newyorker.com/magazine/books-tag
Briefly Noted,,Books,2017-01-09,"“Toussaint Louverture,” “Am I Alone Here?,” “The Gardens of Consolation,” and “The Revolutionaries Try Again”",http://www.newyorker.com/magazine/2017/01/09/toussaint-louverture-am-i-alone-here-the-gardens-of-consolation-and-the-revolutionaries-try-again,,http://www.newyorker.com/magazine/books-tag
The Voices in Our Heads,Jerome Groopman,Books,2017-01-09,"Why do people talk to themselves, and when does it become a problem?",http://www.newyorker.com/magazine/2017/01/09/the-voices-in-our-heads,http://www.newyorker.com/contributors/jerome-groopman,http://www.newyorker.com/magazine/books-tag
Daniil Trifonov’s Sleight of Hand,Alex Ross,Musical Events,2017-01-09,"On his latest recording, he plays some of the most taxing piano writing ever put on paper with stupefying effortlessness.",http://www.newyorker.com/magazine/2017/01/09/daniil-trifonovs-sleight-of-hand,http://www.newyorker.com/contributors/alex-ross,http://www.newyorker.com/magazine/musical-events
The Return of Civil Disobedience,Jelani Cobb,Comment,2017-01-09,The sixties produced a conviction that “democracy is in the streets.” The Trump era may echo that.,http://www.newyorker.com/magazine/2017/01/09/the-return-of-civil-disobedience,http://www.newyorker.com/contributors/jelani-cobb,http://www.newyorker.com/magazine/comment
Inside Cyber Security Awareness Week,Carrie Battan,Up Life’s Ladder,2017-01-09,"At N.Y.U., high-school students work to solve a murder mystery involving a ﬁctional Presidential race by analyzing digital “evidence” of security breaches.",http://www.newyorker.com/magazine/2017/01/09/inside-cyber-security-awareness-week,http://www.newyorker.com/contributors/carrie-battan,http://www.newyorker.com/magazine/up-lifes-ladder
The 1975’s Rock-Star Problems,John Seabrook,This Changing World,2017-01-09,"Matty Healy, the British band’s front man, is searching for a new CBGB.",http://www.newyorker.com/magazine/2017/01/09/the-1975s-rock-star-problems,http://www.newyorker.com/contributors/john-seabrook,http://www.newyorker.com/magazine/this-changing-world
